code,label,long,lat
330017278,LES FRANCAS  - FORMATION DEFA,-0.611044015705842,44.7883098726276
330017559,JES CLAIR DE LUNE,-0.646433708943075,44.8246964776727
330017609,EHPAD KORIAN VILLA LOUISA,-0.569477453717091,44.8586399001572
330017948,FOYER OCCUPATIONNEL ELISABETH YON,-0.245517963242653,44.9125029831598
330017989,CENTRE HEMODIALYSE BX RIVE DROITE,-0.521335947432528,44.8648683334206
330018169,EHPAD PUBLIC DE SAINT SYMPHORIEN,-0.485026121253835,44.4287269506834
330018748,SAMSAH ESPOIR 33,-0.556834207371968,44.8301925522957
330018789,SAMSAH  GIHP (SAT),-0.642291391447761,44.8408079530964
330018839,SAMSAH GIHP (SAD),-0.642291391447761,44.8408079530964
330018888,SESSAD MEDOC,-0.751403225519205,45.200996252335
330018979,SESSAD ARI  VILLA FLORE,-0.625589477249277,44.8556288267965
330019019,EHPAD LES JARDIN DE JEANNE,-0.377398613302667,44.9233029804422
330019118,EHPAD LA MAISON DES COTONNIERS,-1.00401661968416,44.6890094996436
330019209,EHPAD BELLEVUE,-0.461066869494497,44.7287312026227
330019308,EHPAD LES TCHANQUES,-1.14627414947426,44.7947300938045
330019399,CHRS LE LIEN,-0.234669000694316,44.9172943915501
330019449,CENTRE D'ACCUEIL DEMANDEURS D'ASILE,-0.561464000362211,44.8082393196727
330019498,RESIDENCE JEAN RIVIERE,-0.477749940889176,44.8176004187489
330019928,CAARUD,-0.565878175407603,44.8330429383106
330020009,CAARUD,-0.57124143480775,44.8355218289882
330020298,CENTRE EDUCATIF RENFORCE DON BOSCO,-0.840951539218613,45.291423450961
330020439,FOYER D'HEBERGEMENT ET OCCUPATIONNEL,-0.771390543599032,44.8356220536417
330020488,CENTRE D'ACTIVITE DU PARC,-0.600844918796272,44.8474454774175
330020538,FOYER LES GENETS-ADAPEI,-1.05809280014539,44.6234024346423
330020579,SAVS - IRSA,-0.599351187427185,44.8434932267313
330020629,EHPAD LE DOYENNÉ DE LANGON,-0.24374497418631,44.5462928293735
330020678,EHPAD RESIDENCE LE BOIS DE LORET,-0.508875098776625,44.8546736758039
330020819,EHPAD LE MOULIN DE JEANNE,-0.428562606458108,44.9048343495963
330020918,EHPAD LES JARDINS D'OMBELINE,-0.497422966645143,44.9077714863455
330021049,EHPAD LA MEMOIRE DES AILES,-0.849077807698094,44.7004128864299
330021148,FAM HANDIVILLAGE,-0.487334350539583,44.7651859507306
330021189,SAVS  APF,-0.593301966452682,44.8577410262374
330021239,IME L'ESTAPE,-0.226445519395939,44.564193546918
330021288,SESSAD BEAULIEU,-0.71367017969203,44.9609352571924
330021379,MAS LE SABLA,-0.0469954290322135,44.3908606370412
330021478,SESSAD LECOCQ,-0.594106022077976,44.7319869066648
330021569,LITS HALTE SOINS SANTE,-0.627339286377803,44.8539610275232
330021619,COMMUNAUTÉ THERAPEUTIQUE DU FLEUVE,-0.318037066602993,44.6079028680466
330021668,MAS DE TRESSES,-0.479196598468276,44.8433663792971
330021718,MAS APF MONSEJOUR,-0.632610387305143,44.8554297905317
330021809,UNITE DE SOINS RELAIS - USR,-0.581408384987189,44.8216769447508
330021858,HOPITAL DE JOUR ADULTES L'ENTRETEMPS,-0.635548331133377,44.8779767517683
330021908,CSAPA GENERALISTE - CH CHARLES PERRENS,-0.600066745667691,44.823716063462
330022039,LYCÉE BEL ORME,-0.594161252114308,44.8497892389736
330022138,EHPAD BOIS GRAMOND,-0.640410698806325,44.8675209287516
330022278,LES JARDINS D'IROISE DE BLAYE,-0.560963225187595,45.1511067204225
330022328,FAM APF MONSEJOUR,-0.632610387305143,44.8554297905317
330022419,IME SAUTE MOUTON,-0.605119536853003,44.7861162649763
330022468,ESAT LORIENT - SADIRAC,-0.368528121423024,44.783966365236
330022518,SESSAD L'EPINETTE EST GIRONDE,-0.242384096549702,44.9125855078173
330022609,EHPAD RESIDENCE ALOHA,-0.680620304482184,44.9167496848628
330022898,LIEU DE VIE L'HACIENDA,-0.36296550903805,44.4132179484856
330022989,SAVS UNADEV,-0.576113505983957,44.8349151021918
330023029,SECTION OCCUPATIONNELLE - APEI,-0.236003641800788,44.9463984247418
330023078,CHRS MAMRE,-0.569346845212174,44.8122747787119
330023169,CHRS EMMAUS BACALAN,-0.547592435708694,44.8723874212676
330023219,CHRS LION D'OR,-0.579196563885185,44.8377780668004
330023268,CHRS STABILISATION,-0.567250677807191,44.8293874957529
330023318,SAMSAH DE LA HAUTE GIRONDE,-0.450254914317169,45.1355348525331
330023409,MAISON DE LA PROMOTION SOCIALE,-0.499042411396984,44.8548454487623
330023508,MAS CROIX ROUGE FRANCAISE,-1.04251368017212,44.7142600495843
330023748,SSIAD ASAD BORDEAUX SOINS,-0.619117136386081,44.8386915195808
330023888,CENTRE DE SANTE DENTAIRE MUTUALISTE,-0.65703186523819,45.1322117384868
330023938,R P A   PRINGIS,-0.0859348580974242,44.6927716904644
330024068,R P A  GARDONILE,-0.127352512517916,45.0157589173939
330024118,R P A  DOMAINE DE CORBEIL,-0.629098363662641,44.9075440311901
330024548,INST FORMA AMBULANCIERS ORDRE DE MALTE,-0.651612363856685,44.7827686685302
330024589,FOYER OCCUPATIONNEL,-0.411827896609445,44.6156833413097
330024639,ANTENNE AUTODIALYSE AURAD - DAGUEY,-0.241188680502813,44.9467988022437
330024779,ESARC EVOLUTION SANTÉ-SOCIAL,-0.649653352674739,44.8202201965386
330024829,CSMI RENOVATION - CATTP SUD MEDOC,-0.633781570083341,44.9104507962452
330024928,CENTRE DE REEDUCATION AVICENNE,-0.244001321736169,44.9129861347044
330024969,EHPAD L'AROUSINEY,-1.0879073455577,44.6243098136241
330025008,EHPAD LES BACCHARIS,-1.03882979526437,44.7067609390285
330025099,EHPAD RESIDENCE DE BOULIAC,-0.505415547474605,44.8219606705683
330025149,EHPAD LOUISE MICHEL,-0.488908538642523,44.928016956739
330025529,SAT TRISOMIE 21,-0.617386952311275,44.838517240788
330025628,EHPAD RESIDENCE AIME CESAIRE,-0.57342085298488,44.8677355536402
330025719,TALIS 3IE METIERS SANITAIRE ET SOCIAL,-0.596534428218661,44.844175831342
330025768,MAS DE LA REOLE,-0.0391181484302785,44.5845464243291
330025958,HAD DES VIGNES ET DES RIVIERES,-0.229589663788119,44.8973439797135
330026089,SSIAD DU GCSMS SUDGIMAD,-0.143412185049672,44.576744673781
330026188,FOYER OCCUPATIONNEL DU CYPRESSAT,-0.52689896098283,44.8464146145031
330026279,EHPAD LE PLATANE DU GRAND PARC,-0.581425362689608,44.8572093802727
330026428,EHPAD LE PARC DES OLIVIERS,-0.601052042775898,44.9511982747636
330026469,SAMSAH INTERVALLE,-0.541617422998364,44.853507047626
330026568,EHPAD PIERRE-MARC/MARIE-JOSEE LALANNE,-1.06563589907489,45.3593985121438
330026618,EHPAD LES PILETS,-0.955153325867338,44.6519584702462
330026709,SAD DU GCSMS DE LA PRESQU'ILE,-0.515818283087586,44.8733427545548
330026808,SAD DU GROUPEMENT ENTRE DEUX MERS,-0.486868145864161,44.7661333560222
330026949,SAD DU GCSMS ALIENOR,-0.651890388384021,44.8793545674145
330027038,SAD DU GCSMS "ESTUAIRE SERVICE A DOM",-0.609684547971042,45.2910446366199
330027129,SAD DU GCSMS VIVRE MIEUX,-0.498698863116263,44.8540496921703
330027228,SAD DU GCSMS DES DEUX RIVES,-0.0309651640335851,44.8077355581852
330027319,SAD DU GCSMS HARMONIE,-0.570330878673284,44.8331538214887
330027459,ACCUEIL FAMILIAL DU GCSMS DU SUD OUEST,-0.359714975552816,44.7347307972735
330027749,SSIAD AGIR A DOMICILE,-0.0429842270591355,44.386496231567
330027798,R P A  DU PARC,-0.190390791847441,44.8756672771583
330027988,R P A   LE SUDRE,-0.310600431179578,44.8912029514689
330028358,R P A   LANSADE,-0.126469577400583,44.7760244596078
330028598,SERVICE D'AIDE A DOMICILE,-0.559730068062483,45.0432949321106
330028838,APPT DE COORDINATION THERAPEUTIQUE,-0.57124143480775,44.8355218289882
330029018,EHPAD LA VILLA DES PINS,-1.07783136177471,44.7499633423815
330029109,LBM LAM ANABIO,-1.01635082183813,44.6840802622279
330029158,LBM LAM ANABIO,-0.668859996514565,44.9106673236783
330029299,LBM NOVABIO,0.221138309490397,44.8393427866761
330029828,LBM ACCOLAB SUD-OUEST - DORMOY,-0.564722022049145,44.8265028145755
330029869,LBM ACCOLAB SUD-OUEST - GRAND PARC,-0.583606464838652,44.8594777283586
330029919,LBM ACCOLAB SUD-OUEST - CRS VICTOR HUG,-0.568108750624403,44.8357758779259
330030008,LBM EXALAB - PASTEUR,-0.648105917279114,44.8024419235713
330030099,LBM  EXALAB - ARES,-0.605286661650632,44.8364571047961
330030198,LBM  EXALAB - PEY BERLAND,-0.57639094163174,44.8381173240433
330030289,LBM EXALAB - TRUC,-0.645341142855877,44.8444454112709
330030388,LBM  EXALAB - BASTIE,-0.615190629180571,44.888053926806
330030479,LBM EXALAB,-0.678612079195791,44.8632722186728
330030529,LBM EXALAB,-0.442804302169102,44.9942739558901
330030578,LBM  EXALAB,-0.956037033192978,44.644081052464
330030669,LBM EXALAB,-0.61671989008886,44.7692515194499
330030719,LBM EXALAB,-1.06844683238586,44.6357592097901
330030768,LBM EXALAB - LECLERC,-0.669276160266306,44.7943768053516
330031139,CNFPT DELEGATION REGIONALE AQUITAINE,-0.559173281686771,44.8441571025291
330031238,SAVS BEL AIR,-0.66474313774922,44.874421626989
330031279,SAVS SAINT JOSEPH,-0.575288666217747,44.8242690766229
330031329,SAVS LE BON PASTEUR ADGESSA,-0.0815002484532999,44.6927502310806
330031378,SAVS AD'APPRO,-0.59420435521354,44.8312100751864
330031428,SAVS INSERCITE,-0.601881257886903,44.8277011044423
330031618,SAVS LA MISERICORDE,-0.245517963242653,44.9125029831598
330031659,SAVS TRISOMIE 21,-0.617386952311275,44.838517240788
330031709,SAVS DU REOLAIS,-0.0380129274713268,44.5819317515916
330031808,UDCCAS,-0.629273500782804,44.8063345237863
330031899,LBM EXALAB - GALLIENI,-0.616563025902994,44.8373877757939
330031949,LBM  EXALAB - TASSIGNY,-0.635794661194245,44.8602807742837
330031998,LBM EXALAB - PYRENEES,-0.563998133569857,44.7708594156089
330032079,SAVS POLYVALENT HAUTE LANDE,-0.259686132818991,44.2921271335524
330032129,SAMSAH S.O.S HABITAT ET SOINS,-0.563307521335492,44.8473004062647
330032178,SAVS MAGDELEINE DE VIMONT,-0.445124730803067,44.6965294070199
330032228,EA ST MEDARD EN JALLES,-0.739019163689691,44.8835666827695
330032319,LBM BIO LAB 33,-0.708755462232599,44.8914557196664
330032368,LBM BIO LAB 33,-0.515146374401673,44.858935324605
330032418,LBM BIO LAB 33,-0.517948163225266,44.8690259370605
330032459,STP DE L'ALOUETTE,-0.699773431171839,44.7837972297815
330032509,STP PESSAC MAGELLAN,-0.665900107319974,44.7792802391541
330032558,STP LA PAILLERIE,-0.626879870043481,45.2439451695336
330032608,LBM BIO LAB 33,-0.507085369921601,44.782251093023
330032699,STP AUDENGE,-0.98395216404243,44.6947379286263
330032749,STP VILLAMBIS,-0.857700647430517,45.2165454941093
330032798,LBM BIO LAB 33,-0.666288620342925,44.8656585049814
330032848,SERVICE D'AIDE À DOMICILE  BLANQUEFORT,-0.632331817458993,44.9092562318654
330032939,ESPACE DE VIE & ACCUEIL DE L'ESTUAIRE,-0.625125719613095,45.2499530142253
330033069,LBM LABORATOIRE VAL DE GARONNE,-0.240947806051297,44.5446225835418
330033119,LBM LABORATOIRE VAL DE GARONNE,-0.211480162316543,44.4306112827196
330033309,STOP MISERE,-0.539376799919012,44.8291658611065
330033358,BIEN A LA MAISON,-0.599457919098646,44.8651527216923
330033499,SAD CIAS DU BAZADAIS,-0.211480162316543,44.4306112827196
330033648,SAD MARTIGNAS,-0.774441366065848,44.839585188122
330033739,SAD,-0.247608964806596,44.9130257803302
330033838,SAD,-0.657384686670789,44.8794936017209
330033929,HANDICAPVIE 33,-1.14446802327396,44.6357455316496
330034018,LBM LAM ANABIO,-1.11953508887716,44.7574301690018
330034059,LBM LAM ANABIO,-1.07860430738695,44.9787727266712
330034109,LBM LAM ANABIO,-1.09938200878075,44.7424286167597
330034158,LBM LAM ANABIO,-0.796745813471224,45.0238330586732
330034299,SAVS POLYVALENT DU BASSIN D'ARCAHON,-0.981842375096751,44.6449525905261
330034398,LBM AQUILAB,-0.0430669126237992,44.8528296133778
330034448,LBM AQUILAB,-0.036435198028913,44.5802084558111
330034489,LBM AQUILAB,-0.24089372184883,44.9125361940468
330034588,LBM LAM ANABIO,-0.639059524198995,44.9092630793357
330034638,LBM LAM ANABIO,-0.606758731771512,44.9445544715009
330034679,LBM LAM ANABIO,-0.677602271281033,45.0425857282636
330034778,CENTRE D'ACCUEIL ST VINCENT BAZADAIS,-0.211345965335619,44.4336504423418
330035148,SERVICE AIDE MENAGERE,-0.271890420476025,44.924241310534
330035429,LBM BIO-SPHERE,-0.0406588816500157,44.5818382076093
330035619,EHPAD RESIDENCE DU TERTRE,-0.272882285020585,44.926239631586
330035718,LBM BIO LAB 33,-0.516084537727058,44.6887060296904
330035759,LBM BIO LAB 33,-0.600065419758255,44.7316815045661
330035809,CENTRE D'ACTION EDUCATIVE,-0.582871855008242,44.843782544256
330036369,SESSAD L'ARC-EN-CIEL,-0.77029299497785,44.6046266008059
330036419,CMPP DU BASSIN D'ARCACHON-APAJH 33,-1.02107933637278,44.6363834851462
330036518,SAMU SOCIAL,-0.567130160566743,44.8296833768785
330036609,CENTRE ACCUEIL LE LIEN,-0.234669000694316,44.9172943915501
330036799,MAISON BOULIAC,-0.517946751684555,44.8033042177034
330036849,MAISON DU BOUSCAT - CAIO,-0.611656525803081,44.8664822708473
330036948,HALTE 33 - MAISON DE NUIT,-0.558106110936116,44.846067738557
330037029,LBM BIOLIB GALLIÉNI,-0.238796779126878,44.9111844257218
330037078,LBM BIOLIB,-0.119738145692097,45.0463798003277
330037128,LBM BIOLIB BOULIN,-0.241609709207707,44.9184725473972
330037169,LBM BIOLIB,-0.319930625796268,44.8982271896923
330037268,SERVICE MJPM IEPH 33,-0.594760259070539,44.8642270959357
330037318,LBM BIOLIB ROUDET,-0.237616791011757,44.9435714905217
330037409,RESIDENCE PIERRE BEREGOVOY,-0.245643117950634,44.915169323709
330037599,RESIDENCE DUPATY - CLLAJ,-0.564133319759284,44.858331343401
330037649,RESIDENCE ROLLAND - ADOMA,-0.580026578608124,44.8427893040314
330037698,RESIDENCE CLARE,-0.567168881783718,44.8318280020785
330037748,LBM BIO LAB 33,-0.634129405840886,44.8840168515388
330037789,LBM BIO LAB 33,-0.529301296097316,44.8333839090696
330037839,RESIDENCE  MONNAIE,-0.562594926030721,44.8325788771463
330037888,RESIDENCE LOMBARD,-0.561413171237616,44.8570794351757
330037938,RESIDENCE DES FOURS,-0.564341047377532,44.8338286738473
330037979,RESIDENCE KYRIE,-0.570030001657407,44.8225053453189
330038019,HOTRAVAIL  CESTAS,-0.727999990192123,44.7606669808363
330038068,LBM EXALAB,-0.6563900426289,45.1360239633824
330038118,LBM EXALAB,-0.389090346275207,45.1017572050397
330038159,LBM EXALAB - LEOGNAN,-0.579863170598135,44.7674792082605
330038209,LBM EXALAB - THIERS,-0.556482294458316,44.8420930479004
330038258,LBM EXALAB,-0.681911811751878,44.7410196101329
330038498,ACCOMPAGNEM SOCIAL PAPILLONS D'AURORE,-0.568839914797231,44.8257376766175
330038662,PHARMACIE D'ABZAC,-0.127205387750648,45.0161270908744
330038696,PHARMACIE DE L'EGLISE,-0.486251967459134,44.9243449233515
330038746,SELARL GRANDE PHARMACIE DU CENTRE,-0.489097609926179,44.9261220291127
330038761,SELURL DU CHEMIN DE LA VIE,-0.491110546305303,44.9422909825979
330038795,EURL PHARMACIE CALMETTE,-0.531806767035326,45.012601702736
330038811,SELURL PHARMACIE LOUBIC,-1.08349603812732,44.7343694448
330038845,SARL  PHARMACIE DU CENTRE,-1.09817298251051,44.7419288692282
330038860,PHARMACIE DE LA COTE D'ARGENT SARL,-1.09459287891968,44.7400654072552
330038894,PHARMACIE DES PALMIERS,-1.17023582798875,44.6613709802115
330038910,PHARMACIE DU MOULLEAU,-1.20172173908275,44.641137022438
330038944,PHARMACIE DES ABATILLES,-1.17023582798875,44.6613709802115
330038977,PHARMACIE CENTRALE D'ARCACHON,-1.16862578896042,44.6623674998628
330038993,PHARMACIE GARNIER,-1.17023582798875,44.6613709802115
330039009,CTRE SOCIAL,-1.17433495338207,44.6607077888953
330039025,SARL PHARMACIE DUBO,-1.17023582798875,44.6613709802115
330039041,PHARMACIE DU PORT,-1.14809817607831,44.6569742514069
330039074,PHARMACIE WAQUET,-1.16804376689712,44.662457062497
330039090,PHARMACIE DE LA PLAGE,-1.17438362512209,44.6625739288243
330039124,PHARMACIE SAINT FERDINAND,-1.15633836729926,44.6582053904156
330039140,PHARMACIE DE L'AVENUE,-1.14072039859848,44.7665551230987
330039165,PHARMACIE LAFFITTE,-1.13944492339752,44.7675539401821
330039181,PHARMACIE TARDAT-BRANGER,-0.689000276198545,44.9969312561041
330039215,PHARMACIE CHAMBON-COMBEUIL,-0.488915397467214,44.8563972548887
330039231,PHARMACIE GUILLOT,-0.474203019308589,44.8651852216984
330039249,MAISON DES 2 RIVES,-0.560741201480495,44.8405558621761
330039264,EURL PHARMACIE D'ARVEYRES,-0.283369520164743,44.8842998254098
330039280,SNC PHARMACIE D'AUDENGE,-1.01454056747369,44.6825982097147
330039298,GCS POLE IMAGERIE MECIALE - ET SIEGE,-0.245529095981662,44.5452645968634
330039314,EURL PHARMACIE CORDEIN,-0.145882959145783,44.4954478793049
330039330,PHARMACIE LE QUERE,-0.770263157629667,44.6080660110674
330039363,PHARMACIE DU CIRON,-0.314771139812342,44.609463316853
330039397,MAGP,-0.516587476666428,44.9010666033779
330039413,PHARMACIE DE MEIGNAN,-0.508884532526937,44.9022304740584
330039447,PHARMACIE MONTSOURIS,-0.517078578440207,44.9065116791222
330039462,SNC PHARMACIE DES ARCADES,-0.211690265766115,44.4318754727797
330039488,AIDE SOCIALE GERIATECH,-0.559235917249116,44.8400499126008
330039496,PHARMACIE BARDIN,-0.21339526365831,44.4315221263528
330039512,PHARMACIE DE BAZAS,-0.21294216944166,44.4327534086452
330039546,SELURL - PHARMACIE DE BAUTIRAN,-0.465736754025256,44.7022027307354
330039561,SELARL PHARMACIE PUYJOURSAIN,-0.893648796839928,45.356633158328
330039595,PHARMACIE DES ECOLES,-0.56650757060496,44.8056041529224
330039611,PHARMACIE MARES-VERNIERES,-0.558834946380466,44.8046692465664
330039629,SERVICE D'AIDE AUX JEUNES PARENTS,-0.566411075416012,44.8109038487103
330039645,PHARMACIE BONNEAU,-0.55777181243822,44.7978368745675
330039660,PHARMACIE NORD-EST,-0.548440345218443,44.8170925367907
330039694,PHARMACIE MARECHAL,-0.553385956303075,44.8077838911805
330039710,PHARMACIE LABARTHE-MAZIERES,-0.548724958924004,44.8112966078845
330039744,SELARL PHARMACIE DU DORAT,-0.544375370895343,44.8016150758541
330039777,PHARMACIE FIMAT-LAUTRETTE,-0.549099627114124,44.8073678587411
330039793,PHARMACIE SAINT BRIS,-0.567894312622737,44.7955467579326
330039827,PHARMACIE BARRIERE DE BEGLES,-0.564476486536322,44.8130380255498
330039843,SELARL PHARMACIE CLUSEL - MERSIER,-0.564107523166774,44.8117926579526
330039876,PHARMACIE DUCOUT-LARTIGUE,-0.788568902607614,44.5081164697541
330039892,PHARMACIE MONTALBANO-LAVALLEE,-0.791465911162412,44.4928911335917
330039926,SELARL PHARMACIE DU PETIT CIRON,-0.243770711451085,44.3712527764656
330039942,PHARMACIE GACHET,-0.587014726739706,45.1072096199922
330039959,SERVICE PRESTATAIRE D'AIDE À DOMICILE,-0.603109987640782,44.8660751601835
330039975,SELARL LAVIE,-0.960499055757075,44.6370768993538
330039991,PHARMACIE DE LA MAIRIE,-0.97726096212101,44.6421203731094
330040015,PHARMACIE DUPATY,-0.625261419264873,44.9075188540178
330040031,PHARMACIE LASSABE,-0.634636593089163,44.9097486361716
330040049,SERVICE MANDATAIRE D'AIDE PERS. AGEES,-0.603109987640782,44.8660751601835
